Puzzle ID,Puzzle String,Backtracking Time,Backtracking Nodes,Backtracking Backtracks,Backtracking Solved,Forward Checking Time,Forward Checking Nodes,Forward Checking Backtracks,Forward Checking Solved,MRV Time,MRV Nodes,MRV Backtracks,MRV Solved
525,900000003608321407040000010400000008001406500500000001280040075000050000000703000,2.2831,19609,19555,0,25.1168,5410,7826,0,0.9784,249,211,0
526,000000060009003704000400003400706080002304500030108009300007000704800900080000000,0.0080,115,60,0,0.2985,71,35,0,0.2845,75,25,0
527,000000001030100800400000360104390006020050090700041203053000002009007030600000000,1.5437,17876,17822,0,21.1787,4537,6024,0,0.3720,111,63,0
528,706481502092705140000000000000803000013000480008000600000209000001040300040000010,1.4362,11629,11576,0,16.1546,3442,5129,0,1.7422,442,415,0
529,070809020000030000560020049095000760000691000000000000040902080002060400700504006,0.9938,8089,8036,0,16.6820,4105,5424,0,3.9446,975,996,0
530,020000050370000016061090780000143000000070000002806100008010500250000091090000030,1.7891,14974,14921,0,10.4277,2285,3300,0,1.0799,275,241,0
531,300000000150004030000900700830760200007000600002035047005007000020300065000000008,0.6800,8415,8360,0,18.7215,3883,5285,0,0.1953,55,0,0
532,002000900093000420100000007000501000005030100280060054400010008000908000500302009,1.1421,11143,11089,0,4.0085,807,1244,0,0.1741,54,0,0
533,600301008004000100700040006000050000140000059070000060900010004000507000013204690,18.3227,148733,148679,0,70.3957,15770,23013,0,0.4859,133,94,0
534,000040305030001000009007040000080072800104009240050000050800100000300020702010000,0.2840,3029,2974,0,4.3616,912,1281,0,1.6788,389,355,0
535,950000007006470008300059000500007010000010000030200006000140005600082700800000069,3.2546,27355,27301,0,6.8737,1449,2119,0,0.2357,70,17,0
536,903007008020300740084000503400060030000904000090030002205000380078003050300600207,0.2518,2130,2081,0,1.9758,468,635,0,0.3991,116,71,0
537,070004600830059000004300000700900000302708409000005008000002800000590017005800040,2.7970,23169,23116,0,21.0002,4686,7241,0,0.7570,192,145,0
538,000020000001807500060030040200403007700050001090000050600941005073000690000000000,1.5135,15477,15422,0,20.8710,4203,6183,0,0.6972,199,152,0
539,050901200070008039108000600430000006000020000800000025001000504940800060006403080,0.0960,871,819,0,1.0134,224,283,0,0.1648,52,0,0
540,800000006500010002047090530600428009004307800000000000000080000008571200300602001,0.7850,6855,6803,0,4.9497,1058,1417,0,0.3655,107,59,0
541,004020001000400720000006530700030010005204900030080002046300000013007000200040300,0.9813,10083,10030,0,10.8077,2294,3327,0,1.5911,381,357,0
542,400236008500807001600090003000000000760000029004000100020903080006050300900020006,7.9078,71578,71525,0,55.7316,11441,17969,0,0.3649,93,45,0
543,000904000160050093004030200009000500051080960720000084030090010000105000005203800,0.2521,2496,2445,0,3.3372,725,980,0,0.2127,67,18,0
544,000040070020100009400023500300000060000496000040000001004680005900005080070030000,12.1249,103506,103450,0,92.1971,20044,28265,0,4.5158,1132,1156,0
545,900601004050409070007000200000040000003000800100203005060000090700010002200394007,0.6662,6020,5966,0,5.4460,1165,1651,0,0.1947,55,2,0
546,607089010000000000900530806300008400070000090004700003208064009000000000090870204,3.5838,31082,31029,0,31.4946,6657,9678,0,3.8903,879,934,0
547,000900012030012006000000780700090030100070009060080007086000000500820060940006000,0.6007,5763,5709,0,4.7568,1032,1341,0,0.3774,104,58,0
548,006100070100080900030059004009000005074000320600000800200890010001070009090001400,0.3499,3381,3328,0,5.1602,1097,1571,0,0.2971,78,28,0
549,050490000089600024000007010004000095900020003520000400040100000670005380000038040,0.1812,1836,1784,0,3.2200,706,928,0,0.5515,155,109,0
550,070800000008010740005630000120000000040060050000000079000084300032050400000001080,4.4874,40065,40009,0,43.5124,8654,13747,0,0.4896,126,77,0
551,004003800030000504970000006305802070200010005090604203700000042409000050003400700,0.2117,2175,2125,0,2.8044,616,810,0,0.2099,64,16,0
552,205030000009604000010000000670049003020706090500810072000000010000305200000090804,2.5552,23920,23867,0,14.7991,3207,4587,0,0.4129,117,70,0
553,060900010400000003008030400000408002007050600800607000002040800100000009030005070,3.3930,30582,30526,0,43.9598,9009,13330,0,1.1928,294,259,0
554,600040720000007500009000004003100090060050080080004200100000800006400000072030005,7.5083,67868,67812,0,102.6165,21598,30679,0,5.8419,1406,1477,0
555,020080400009530001700000090060800000005469700000002010050000008900028600002050040,0.9210,8380,8326,0,6.9139,1419,2062,0,0.2807,78,28,0
556,000000200900007006407090500670000030000634000040000095009020403800700001001000000,1.8913,18770,18714,0,26.6094,5558,7398,0,0.8294,201,160,0
557,010600020004020908003500000502000001000308000900000506000006400309070600060005090,0.2152,1827,1772,0,3.2146,766,987,0,0.8395,224,178,0
558,008063005450100000009070040060000700000020000004000030030080200000009064700210900,3.4712,29029,28973,0,11.4033,2337,3744,0,0.3217,89,36,0
559,010800400050900076600004000006309082000000000890206300000500007530008020001002030,0.3726,3277,3224,0,2.1884,477,633,0,0.5618,136,89,0
560,070000020600709001004030500080907050003010600040603080008070200400308005050000090,0.3046,3186,3134,0,2.5569,548,696,0,0.1926,59,8,0
561,050700000008001690010040005000390210000000000034027000300070060065800300000002080,1.1004,8994,8939,0,10.9600,2455,3343,0,2.4658,628,618,0
562,008003090000000865019008000004020100600304002002050900000800450136000000040200600,0.2948,2859,2806,0,1.9834,427,568,0,0.4413,120,76,0
563,200070004800904006300205009000306000000591000006000300908000502007060100000000000,0.0986,839,783,0,1.0547,225,245,0,0.2966,73,19,0
564,062900004300006700000030002003000080090050060010000900100020000009800006400007850,0.9279,7198,7142,0,5.0708,1093,1577,0,0.3520,92,45,0
565,703000508008060200090000010900106004007000600030902050040000030800010005002000100,2.4096,19864,19809,0,36.8624,8171,10846,0,1.5364,377,341,0
566,005000800000000000030106020410805062008060400600413005080000090060070040000902000,1.6028,16494,16440,0,11.3591,2432,3478,0,1.1140,283,246,0
567,100600000673020400908001000200900070700000006080006009000500708007030592000007004,0.1434,1240,1187,0,1.2563,271,377,0,0.8586,217,176,0
568,003200000040015020005080301020000007084000930600000080801050600070160050000009200,0.0960,978,925,0,1.5585,339,431,0,0.2533,72,20,0
569,005000800300080004410000075000702000021000580040000060100070002507020406000534000,1.7403,16599,16546,0,14.8447,3081,4747,0,1.4152,346,314,0
570,004800007500009030700020004400500060009000700050001003600040001040900005200008400,12.6842,118017,117962,0,146.4391,28766,44462,0,0.1806,55,0,0
571,070400010820070054000038000008000005036000790500000100000620000740010062050007080,0.7855,7439,7386,0,1.4243,301,384,0,0.4039,104,56,0
572,103004007040008320060000000007006000200000005000500900000000010015300040900700506,3.0657,24005,23948,0,18.8031,3974,5902,0,0.5418,145,99,0
573,004900000000067400061508902013000209040000050809000160107204890006870000000003700,0.3023,3157,3108,0,3.8679,840,1110,0,0.1530,49,0,0
574,800050002006201800000070000600000007010000060070809040000405000007000600480736021,2.9860,26453,26399,0,16.7636,3612,5467,0,0.3469,98,48,0
575,700506002080709040000000000400862007029050630000000000001205800500000003200010006,0.1377,1156,1102,0,2.0226,482,594,0,0.8844,205,161,0
576,600000205030070689080002000900020003000406000800050004000300090491060030503000002,0.1264,1210,1157,0,0.7210,165,162,0,0.1769,53,0,0
577,000090000000000630030700501002073004700409002400120900201008040046000000000060000,1.2941,14800,14745,0,17.9702,3640,5520,0,0.6016,138,93,0
578,806000703000408000002103800003000100200000009018090320071000250600050008300000001,0.7708,6708,6655,0,6.8373,1458,2130,0,0.6075,144,100,0
579,060000080507000304380000075000503000070010050600402001010607020000000000000298000,0.7820,6397,6342,0,5.4652,1246,1645,0,0.5564,136,85,0
580,000862100010000200040300000005008009900020007100900600000007080006000040007651000,3.5979,32747,32691,0,48.9623,9805,15002,0,0.6888,168,121,0
581,000000059000100030029700008001003590007000400053400600100004320070002000830000000,0.2333,2141,2086,0,4.0837,922,1234,0,0.4556,114,67,0
582,400506003000981000501403206050000020390000048804000607200000001060208030000060000,0.1904,1774,1723,0,1.7196,374,509,0,0.3765,105,56,0
583,850360000000040980100007000097006300000000000001500790000600003076050000000019047,5.6017,45654,45599,0,20.0651,4301,6727,0,1.3148,312,282,0
584,000200600093008020601000780040030006000507000200010050019000802080900130002001000,0.1987,1966,1913,0,4.5036,979,1345,0,0.7556,189,154,0
585,040000080037080190508000403020803010001000800400010002000905000009476500000020000,0.2393,2039,1986,0,1.1285,246,287,0,0.4558,119,72,0
586,000409000020050040008100900300000102080000050605000003001006700090080030000302000,8.0906,70982,70925,0,91.7569,19078,27924,0,5.7234,1311,1352,0
587,500004090070008300008000060005003600060000050009700100010000700003600040090300001,0.1763,1508,1451,0,2.6826,593,799,0,0.2648,70,16,0
588,720050000001900005003001078000003106000090000405700000850100400300009800000080063,1.1027,9252,9198,0,14.1365,3176,4442,0,2.9011,729,725,0
589,403000805000856000000000000100000002007020500020401070092000710600709003030060050,2.1461,19714,19660,0,7.5497,1691,2525,0,2.0434,508,500,0
590,059708140000090000080402030005000800070000010001524700000109000003000400040000060,1.8087,15782,15727,0,22.1786,4582,6584,0,0.3879,95,43,0
591,000400050030061000020500107095020000082000490000050680708005020000340070060007000,1.3898,13904,13851,0,14.4274,3003,4649,0,0.6246,177,134,0
592,017004900000030002602100405900000600020070040008000001306008104200040000001900820,0.4635,4063,4011,0,4.9094,1092,1434,0,0.7174,184,142,0
593,600000087000017005000830000009008600530000041002100500000089000100560000950000003,2.3273,22449,22394,0,40.9140,8675,11882,0,1.1818,296,263,0
594,730406018090080040000305000009040800000000000320060079007000400006134700040020080,0.6302,5378,5326,0,4.8356,1000,1466,0,0.2373,74,23,0
595,710000053009703600003040700000194000000806000040000060050000070300908005006507900,0.4514,3521,3468,0,2.5516,589,789,0,0.3540,102,54,0
596,003765200500000004000809000020080060900050008050207030280000096005020800030000040,0.0223,249,196,0,0.4485,105,80,0,0.4510,124,73,0
597,004007300050000020906020105200489000007602500000735002801050907090000030003900200,0.0974,816,767,0,1.8865,478,548,0,0.5666,165,122,0
598,650020017100000002207169305000000000820503076000912000370000041000000000004030200,1.1032,10487,10436,0,7.3132,1414,2324,0,1.2373,304,270,0
599,050291070800000009071000350049307580600010007005080900000905000000638000008000600,0.1149,980,929,0,2.2810,512,664,0,0.7897,205,164,0
600,000000000007060900480907035901506207000000000020103060200000001005000400070030090,19.9110,160627,160572,0,151.9110,32335,46346,0,3.2996,790,800,0
601,160008050007402609000000000000070802050000030801090000000000000705306400040900061,0.2712,2138,2083,0,2.1663,479,625,0,0.3539,94,42,0
602,003001000060920040000007002905408070020000080010702405600300000070089010000500800,0.5718,4804,4751,0,5.1372,1180,1475,0,0.1731,53,0,0
603,746080125002000300100040008501070203030000080200000007005938700000724000000050000,0.0605,529,478,0,0.8861,200,207,0,0.2860,77,28,0
604,007050200000609000830000061070108020001020300005000400000905000093407150500000004,0.2192,1985,1932,0,3.3933,736,992,0,1.1565,283,243,0
605,006004200090020030700100009500010300040605090007040005900001008050090010003400900,2.9085,25393,25340,0,38.5873,8762,12273,0,0.9371,246,211,0
606,000362000000905000060000020500000001030000040706108203008704300600539002007000500,11.0965,109459,109406,0,93.3945,20052,29867,0,2.1262,556,550,0
607,860030005200001070070005000740000008002080500100000026000100050010900003900070081,0.4150,4327,4273,0,3.9823,830,1212,0,2.7332,635,625,0
608,003000400070080010000409000508706903700308005000000000009020800080000090240000037,1.8991,17620,17565,0,32.2775,6945,9490,0,3.3068,798,809,0
609,500080104010560070200009000001000050650000043080000600000300006090047020804020007,0.3534,3125,3072,0,3.2960,752,997,0,0.6798,172,130,0
610,500000003020040080093000640041050360008603100000020000000907000002435900030060050,0.0907,1059,1007,0,1.9477,421,556,0,1.1694,280,245,0
611,007602800018000460000000000005103600380090017040050030594000176002070300000000000,0.0560,594,542,0,0.8087,183,183,0,0.2061,59,8,0
612,800400003007200600060008050008060014000805000230040800090600040004009300100004009,0.0352,318,265,0,0.8096,193,193,0,0.9509,245,203,0
613,000004008980000340000020700030005009009000500400800060003010000045000073100700000,6.8212,60387,60330,0,56.5899,11084,16616,0,3.8938,921,947,0
614,003000400800020005109040603307000104010000050580090067700605008000702000000000000,0.1825,2168,2114,0,2.4981,500,682,0,0.7342,172,126,0
615,507000103006000800000030000600040002050000090402608507003261400000070000040903070,0.0883,883,830,0,1.0565,242,271,0,0.2960,93,42,0
616,000800020007050410001004003200605700000000000004907006900700800073090200050002000,0.1892,1606,1551,0,1.1939,257,332,0,1.4116,336,311,0
617,006000500270000031080000090100080005925030184000000000000903000049000210850106049,0.1651,1801,1750,0,1.7143,378,498,0,0.2042,62,12,0
618,090460000306090040400003700000008074000050000150900000008200001010040908000081050,1.3781,11272,11218,0,19.1712,4373,6222,0,3.4235,888,895,0
619,080050030760042019000600000090000100510070086007000090000001000820590071070030050,1.4944,14149,14097,0,13.6831,2732,4507,0,0.1787,52,0,0
620,920500006006900001007000980000040075000805000850020000098000600600009400400002097,0.1657,1332,1279,0,2.2965,565,718,0,0.9375,233,199,0
621,307800000004002070650130000000400020026010490040003000000076045060500200000004109,0.2435,2083,2031,0,3.9107,898,1196,0,0.2556,78,28,0
622,800000002620819043040000080000090000008703200009142700000000000006000800750204091,2.2002,18402,18350,0,5.1688,1097,1689,0,0.3374,98,48,0
623,000300009900040500000891067405000070309000104080000903890754000003060002700003000,1.3858,13419,13368,0,13.5682,2789,4362,0,0.9962,258,216,0
624,020000060900306001800020003400000008002060100080701050090000080000592000204608705,2.5667,23273,23221,0,22.7416,5249,7637,0,2.5798,672,673,0
625,702000903090402080000000000010305060004000700000971000201000604070689050000000000,1.1119,9588,9533,0,4.5113,909,1430,0,0.5202,130,79,0
626,050700203300000070070060500000570061007602800680094000009050030060000009703006050,0.9204,8637,8586,0,15.7711,3626,4900,0,0.1659,51,0,0
627,008009015100000000900007030006000709000608000305000100030500006000000007720800300,0.4121,3817,3760,0,2.2475,456,621,0,0.6440,164,113,0
628,300462009000900003801000600058020006000000000200040190003000401500004000900158002,0.4843,3967,3914,0,2.2472,507,663,0,0.3551,99,48,0
629,080010076000804000003700500500600730009000200067003004008006400000401000370080090,0.4492,4059,4006,0,3.6816,779,1079,0,0.2669,71,19,0
630,060470800000102064000090010000910020140000089090065000030020000650709000007046090,0.0574,500,449,0,1.0151,249,293,0,0.2224,70,20,0
631,030450900000107203009006000010000000508040709000000020000700400705908000002034080,1.5184,12858,12804,0,11.0617,2275,3636,0,1.3813,335,305,0
632,002000670008006003003001500000170000701309206000082000006200300300400100029000800,1.7170,16926,16873,0,21.6148,4083,7147,0,0.1756,54,2,0
633,400000701050080042090500000000007003000954000700100000000005030520070080304000007,0.8486,7268,7212,0,9.7765,2087,3029,0,2.2919,583,557,0
634,007500100020800040800040003000060035005123900270050000600010004030009050004005300,0.2273,2023,1971,0,3.9296,917,1132,0,1.4623,360,339,0
635,007004600300010040020600008600300150090205070035008004800006090040080006006400300,0.0937,1023,972,0,0.8913,206,222,0,0.8682,238,201,0
636,009080105000020000504700080003000090800060002010000400040002308000040000908050600,3.4085,31784,31728,0,32.1971,6202,9780,0,0.8188,206,162,0
637,000600000103008902500209006400002305000040000608500004300904007906300408000007000,1.0915,9239,9187,0,13.3500,2990,4109,0,0.2245,66,15,0
638,405000080860004009001820000210005000080060050000900032000049600700600021030000908,1.5361,13633,13581,0,10.3587,2282,3339,0,0.1561,52,0,0
639,207501803006090200030080010005826100004000700060000020000317000000902000400000002,0.0128,126,73,0,0.2349,59,17,0,0.1859,53,0,0
640,000862000007000500080504010006040700800000004045709360008231600002000800030000020,0.9050,8562,8510,0,7.4201,1601,2172,0,0.8447,214,176,0
641,730200046500046008000800000070309601050000070803407020000004000400980002380002094,0.0739,658,609,0,1.0996,263,305,0,0.1514,49,0,0
642,090700000000052060005600700051004097209507408870900320003006200010390000000005030,0.1309,1447,1398,0,2.0515,485,569,0,0.4492,137,92,0
643,290005804000608003800000000980070030000109000060030017000000001400501000107900028,0.8458,7359,7306,0,1.4921,317,438,0,0.2224,63,12,0
644,700043050059070000000000010043062800000304000007950630020000000000090560090430002,1.7224,14923,14870,0,11.9023,2492,3792,0,0.5731,143,101,0
645,300608005082000430000000000000000000000945000009321600008000300100050007050706010,8.9361,81543,81487,0,57.9851,12356,18884,0,0.6700,189,144,0
646,009007060003010005008900007000070290000308000027090000900006400700050600060100300,0.3010,2571,2516,0,3.9670,899,1182,0,0.4865,120,72,0
647,600080004400000009080090060702000105000040000056000420000905000010020040500304001,18.6694,159902,159847,0,219.1515,46384,67902,0,7.2237,1768,1895,0
648,600720084400003005000000090300009050009010400020800001060000000900400007170056009,1.6118,15270,15216,0,17.0662,3506,5099,0,0.2801,74,22,0
649,500809204006003000200070090130000009005000800800000071040080003000100900309605007,1.0930,9451,9398,0,6.5064,1373,2070,0,1.3149,325,296,0
650,030060070700930008600000000000093006089000150200750000000000001400075009020040030,4.5952,38800,38745,0,44.2851,9170,13246,0,0.5455,137,91,0
651,010903050530016092000800000870000105040080060209000043000008000720430086080507010,0.1316,1089,1041,0,1.6268,404,504,0,0.4030,112,70,0
652,070280105000006000008070020304000000700139008000000907060010300000300000801045090,0.9709,8833,8779,0,11.4775,2521,3619,0,1.2248,312,281,0
653,020005040340007095001090700190000000005000800000000069002040900950200016010300020,1.9729,16946,16893,0,9.5174,2051,3086,0,0.6265,174,137,0
654,006003090320070460040200001600000100080000050002000007800009010063080024010400700,5.4062,44751,44698,0,23.6901,5434,7743,0,0.1872,56,4,0
655,001090040028600000300002001000000574080000020475000000200900003000004250040060900,0.8729,7759,7704,0,12.9768,2784,3902,0,3.8593,900,901,0
656,000902000000040000610000059031000680070020030800000007000718000020000090307000804,3.0578,29490,29434,0,40.2093,8174,12410,0,0.8735,213,178,0
657,009807200800306001040020090050000080070604050400070003600000004000060000037000820,0.0168,178,124,0,0.5740,127,106,0,0.3506,90,40,0
658,000000000800509001410080092060000050307105806000000000200000003050804070009703400,2.2918,21519,21465,0,26.6820,5570,7981,0,0.4399,124,75,0
659,050007804000003720000040000008006900094000180003800600000010000086300000902500010,0.1743,1518,1463,0,3.0266,680,834,0,0.9200,220,176,0
660,000168702000000004000005030050000100009504600006000020070300000300000000208917000,4.4127,40587,40530,0,58.7129,11970,16836,0,8.9857,2018,2180,0
661,000108000609020308800060007340607052200080004000000000403000605070906020000050000,0.3639,2879,2826,0,4.5652,1046,1342,0,2.2527,519,501,0
662,800030001005000600000504000300902008002168300100040009006000200030486010001000900,0.2254,1980,1927,0,3.2434,723,906,0,0.3803,94,52,0
663,097000480000000000180000052900501004003904800020000090050000010009106500001803900,3.7467,34827,34774,0,42.3374,9386,13215,0,1.3251,317,287,0
664,096017000000003007000850009620090100907501308001040025100085000500600000000170580,0.0204,192,143,0,0.3039,78,53,0,0.2602,79,33,0
665,000706000007000200080000010020105060000974000100603009500301002002000400630000071,3.9539,40295,40241,0,51.5295,10737,17104,0,2.1245,534,516,0
666,405000800000907000090000052500700000016020590000005001380000060000802000009000308,1.1669,10790,10734,0,14.0608,2881,4184,0,4.0900,963,991,0
667,000302000209185304010406020040000080056809740700000006305000801000000000000703000,0.0934,889,837,0,1.0803,229,262,0,0.6668,175,131,0
668,502000904034000570000904000080000060000000000400108007040000020010709040800020009,2.5810,20966,20910,0,13.6928,2794,4423,0,0.8528,218,176,0
669,904000006007002800080060039030805000005010600000604080670040090003100700200000304,0.0378,332,280,0,0.5122,124,115,0,0.1781,52,0,0
670,000060000740050012000000000984000123050901060100000005020010080000608000300724001,9.3459,89426,89373,0,67.5635,15344,20483,0,0.8766,243,206,0
671,059100007000030180000400906906000030000261000010000208701008000065040000800002570,0.1150,1085,1033,0,1.8911,418,543,0,0.4641,122,85,0
672,000006050001002007000900400050090032002000700490080060006001000200400300080500000,1.1325,12461,12404,0,24.4960,4992,6962,0,2.2359,500,480,0
673,000092000302786000087000000204000580900000006051000304000000430000643709000870000,0.4060,3461,3408,0,2.3533,500,671,0,0.6478,162,114,0
674,006040900004509700091060420140603092060000010200050006050218070400000009000000000,0.3426,3039,2988,0,3.7971,767,1100,0,0.7736,198,157,0
675,060093000002807056800005900200000010600080009040000003006200008580306200000470060,0.7707,7054,7002,0,12.8972,2758,3889,0,0.7111,204,166,0
676,000050900005804300690200050050906280300000009089305070030009021004502700002010000,0.1725,1827,1778,0,3.1989,731,924,0,0.2589,73,27,0
677,070000080001405200030080050900000004000000000000216000300107005590000068020809040,12.9084,108696,108641,0,26.6879,5567,8955,0,0.5041,146,98,0
678,310050092005000600007306800000000000500000009280907065008040200700020001000103000,0.6037,5474,5420,0,7.3174,1528,2255,0,0.3419,90,39,0
679,005000300020000160960008007006859000000104000000362800600900035032000040001000600,4.7897,42585,42532,0,38.7842,7567,13006,0,0.7032,178,136,0
680,003020040000007920000050600057900000306000809000006570002040000074800000080090300,2.1941,19357,19302,0,11.9968,2505,3667,0,1.1802,293,252,0
681,000804000083000650001000200010000070500901002000648000009000500020050060760010034,0.2399,2457,2403,0,2.6233,542,805,0,0.4930,141,95,0
682,000030480060020310000805000109000000030000050000000706000409000098050040027010000,2.9943,26299,26242,0,11.6372,2216,3713,0,1.6372,379,350,0
683,009000510000073020070500000007300008802000103400001900000009080080630000016000200,1.3608,12727,12672,0,26.1506,5395,8117,0,4.0407,966,1018,0
684,009060034080040000040005020803000000204803105000000302090200060000070050710030200,0.6409,6131,6078,0,3.9333,818,1351,0,0.1710,53,0,0
685,007002508006041000200300060703400000004000600000009207040008006000690300608200900,2.6545,22557,22504,0,11.6827,2497,3977,0,1.0675,262,229,0
686,302015006000600000009042703908000030406000107070000804607320500000007000500960308,0.0410,418,369,0,0.4851,113,122,0,0.1588,49,0,0
687,030080040002369700006102300100804002005010400060000010000090000050000020408030507,0.0670,516,464,0,0.5532,132,122,0,0.2075,65,14,0
688,040060080080103050500080009400030005009000600030706040300010004100908002000070000,1.3021,11315,11261,0,15.6579,3303,4594,0,2.4378,570,562,0
689,500040002004002600090800010070908300800060001001405070040009060002600700600080003,0.0656,669,617,0,1.4798,342,386,0,1.5711,374,345,0
690,000102000000080000712000389500000004060000030309000102208050901004807500000020000,9.0113,83634,83580,0,69.1887,14115,21968,0,3.0390,717,730,0
691,500070069900008100046250700010000400605000802002000070004091320009700001350080007,0.0386,356,307,0,0.4653,113,101,0,0.1723,53,5,0
692,200000030000080962060900000100602700370000041005107003000001070618070000050000008,0.0663,628,575,0,1.2829,298,353,0,0.5851,153,107,0
693,008046070430005060000900004120000600300070002006000018600009000070300056010560900,0.2353,2061,2009,0,3.8305,874,1175,0,0.7576,199,158,0
694,000050000000907000000603000008000100409000807056804930060109050100305004005000200,52.5050,517529,517475,0,141.1796,29556,44853,0,1.1915,356,328,0
695,900104002004508900500703006030000010805000607016000280340000068600000004000070000,0.1711,1420,1368,0,0.9772,208,263,0,0.2428,63,13,0
696,280900050000087000007500038020000003076000940300000060710005200000840000050002091,11.9561,106845,106792,0,56.9314,11608,18588,0,0.3192,91,42,0
697,080600070106000000004805009000950000070000010000028000500102800000000401040007030,4.7752,41734,41677,0,63.2742,13069,19258,0,0.1975,58,2,0
698,200060007000123000000000000903040708002000500050090020006504200800000006004030100,8.6790,87053,86997,0,118.2351,24697,33625,0,1.3426,314,283,0
699,510009800069070020000002160000020604000000000806030000083600000050080930004200081,0.5429,4301,4248,0,4.6823,1020,1436,0,0.1922,57,6,0
700,000006001001005030006140520520600010003000600010003082045019200060300400300500000,0.0758,756,705,0,0.6799,152,169,0,0.4279,115,68,0
701,200001000010050020098304000400000250072000940051000008000405190080090030000100007,2.2704,20238,20185,0,27.4934,6157,8412,0,0.2293,70,20,0
702,006180070000045012800020500130000000000030000000000028003010009520970000010058200,2.6290,22102,22048,0,16.0932,3546,5727,0,1.2765,350,316,0
703,030710020006000100900004000000130062080060070690047000000300001007000500040076090,1.1454,9724,9670,0,14.0846,3184,4202,0,1.0342,254,214,0
704,030080020000107000400060007000206000509000702060000090000010000804000106012050930,3.3924,26761,26706,0,20.5089,4608,6334,0,1.3075,332,309,0
705,000030090800971500090408000023000460180000072047000850000605080009823005050040000,0.1542,1528,1479,0,1.6560,383,490,0,0.2901,81,34,0
706,002053410000000090010800605006300700400090006001006200104002030060000000029170500,0.0392,444,392,0,0.4422,105,88,0,0.6070,157,118,0
707,030800004050036000200001300016000200740000095002000410001500002000160070900004060,0.1958,1888,1835,0,2.6816,553,804,0,0.2743,78,27,0
708,017053000006000000030400000070600091054010820960008030000001080000000300000790150,0.2169,2383,2329,0,3.8430,808,1052,0,0.1854,54,0,0
709,003006907007008060005900000248000000000050000000000312000009100010800700709400800,2.3375,20094,20038,0,17.8099,3571,5645,0,0.9100,255,210,0
710,109060702000104000050000090600050004027040650000000000000080000500203006001506200,1.0768,9084,9029,0,16.0840,3623,5019,0,2.1187,512,495,0
711,043201570070405010000090000008000400000953000090708060000080000009000200100502009,0.2505,2080,2026,0,3.2597,687,1067,0,0.1864,54,0,0
712,030100504060000007100040090200038000018000760000670002020090006600000050705004030,0.8947,8368,8315,0,10.1940,2104,3226,0,1.9178,462,440,0
713,020010060540003000000902103000000801030000090702000000308504000000200079070090040,0.2961,2766,2711,0,3.3907,697,988,0,0.4056,107,61,0
714,004030801600400000010006090100500004000207000500004007090300070000008003301070200,0.9480,8238,8183,0,7.8085,1698,2549,0,0.3216,85,32,0
715,006208100000060000700901002000503000601090305000000000009000200460010053508000709,2.7227,23271,23217,0,15.7418,3430,4878,0,1.0898,279,241,0
716,580000097000000000070835060026050870000307000007090300900040002005000900700902008,1.3718,11355,11302,0,10.8224,2247,3473,0,0.9610,251,212,0
717,800030005301000806050000010600000002010407080000605000000149000109000704006802500,0.2015,1883,1830,0,2.6258,572,809,0,0.7539,215,170,0
718,700002001080300750010070000100957080002106400050248007000080020028003070600500003,0.6173,5264,5215,0,6.6095,1568,2149,0,0.8457,239,205,0
719,000000000800701900316002000060030205500000009903070080000900342002408001000000000,0.6564,7545,7490,0,10.9872,2217,3199,0,0.3054,82,29,0
720,976000000205906407000000002000603009030080020700105000600000000407802603000000214,0.6206,5033,4981,0,5.1788,1139,1598,0,1.4311,370,340,0
721,400100087000020000009750010046930000500000003000062570070089600000010000380007002,1.0120,9526,9473,0,11.8725,2496,3435,0,0.2321,64,13,0
722,007460005200070000008000020500008400104503208002700009030000600000050003600037900,0.1203,1099,1046,0,1.3403,299,374,0,0.1848,55,3,0
723,000502000870000023200806007000000000980010076605000802000309000300000004092408130,1.5186,14611,14559,0,8.2570,1672,2757,0,0.2046,64,13,0
724,009087060630000000000600901090370600200405009008062010402006000000000058050890200,0.6449,6393,6342,0,4.8691,1138,1436,0,0.8617,224,187,0
725,601083000374009000000100000500900200008302700002008005000001000000800916000240307,3.9149,33045,32992,0,26.4709,5575,8371,0,1.3139,323,286,0
726,106000000004018050080004006000050062015000490630080000900100040070860500000000201,0.0266,388,335,0,1.0411,229,245,0,0.3423,94,46,0
727,043502870060040010000000000001000400000358000305000607810020036000607000007030100,0.3189,2889,2836,0,4.6409,1032,1423,0,0.1795,53,0,0
728,040000070030802050000000000800409001410507039090010020002070600500040007000000000,3.2800,33621,33565,0,18.4325,3690,5672,0,0.8900,250,206,0
729,300000106000467000080009700000003058003050400820700000008300010000621000701000003,0.2706,2432,2378,0,4.6214,1011,1368,0,2.1566,529,516,0
730,061000420800000003020030090576000231200000005009000700000498000450306019000705000,0.0194,239,188,0,0.3834,93,70,0,0.2049,60,10,0
731,000035006008000590000600700015009002009050800300800940003001000084000100900320000,0.7315,6880,6826,0,7.8016,1627,2471,0,1.6894,396,371,0
732,031040092000002003000090540006001004000070000700900800047010000900700000180050960,0.3770,3342,3288,0,3.4516,754,1048,0,0.3191,88,36,0
733,065030480020506090400000005004010800036000740000020000017000230000090000000182000,0.1730,1546,1492,0,3.1835,670,893,0,0.3219,85,33,0
734,005003002820700010000500000000090120004208900089060000000005000090004037700100400,0.9088,8948,8893,0,12.2992,2556,3522,0,0.4335,118,67,0
